bus_number,area_number
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,2
132,2
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,2
157,2
158,2
159,4
160,2
161,2
162,2
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,2
184,2
185,2
186,2
187,2
188,2
189,2
190,2
191,4
192,2
193,1
194,2
195,2
196,2
197,2
198,2
199,2
200,2
201,2
202,2
203,2
204,2
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,2
213,2
214,2
215,2
216,2
217,2
218,2
219,2
220,2
221,2
222,1
223,1
224,1
225,1
226,1
227,1
228,1
229,2
230,2
231,3
232,2
233,3
234,2
235,3
236,3
237,2
238,3
239,2
240,2
241,3
242,3
243,3
244,3
245,3
246,3
247,2
248,2
249,3
250,2
251,3
252,3
253,3
254,3
255,3
256,3
257,3
258,2
259,2
260,4
261,3
262,2
263,3
264,2
265,3
266,3
267,2
268,3
269,3
270,2
271,2
272,3
273,2
274,3
275,3
276,2
277,3
278,3
279,3
280,2
281,2
282,3
283,2
284,2
285,3
286,2
287,3
288,3
289,2
290,2
291,3
292,2
293,4
294,3
295,2
296,3
297,3
298,3
299,2
300,2
301,3
302,3
303,3
304,3
305,2
306,3
307,2
308,3
309,3
310,2
311,3
312,3
313,2
314,3
315,2
316,3
317,3
318,2
319,2
320,3
321,2
322,3
323,3
324,2
325,3
326,3
327,3
328,3
329,2
330,2
331,2
332,2
333,2
334,2
335,2
336,3
337,3
338,2
339,3
340,3
341,3
342,3
343,2
344,2
345,3
346,2
347,2
348,3
349,3
350,2
351,2
352,4
353,4
354,4
355,4
356,4
357,4
358,4
359,4
360,4
361,4
362,4
363,4
364,4
365,4
366,4
367,4
368,4
369,4
370,4
371,4
372,4
373,4
374,4
375,4
376,4
377,4
378,4
379,4
380,4
381,4
382,4
383,4
384,4
385,4
386,4
387,4
388,4
389,4
390,4
391,4
392,4
393,4
394,4
395,4
396,4
397,4
398,4
399,4
400,4
401,4
402,4
403,4
404,4
405,4
406,4
407,4
408,4
409,4
410,4
411,4
412,4
413,4
414,4
415,4
416,4
417,4
418,4
419,2
420,2
421,2
422,2
423,2
424,2
425,2
426,2
427,2
428,1
429,1
430,1
431,1
432,1
433,2
434,1
435,1
436,1
437,1
438,1
439,2
440,2
441,2
442,2
443,2
444,2
445,2
446,2
447,2
448,2
449,2
450,2
451,1
452,1
453,1
454,1
455,1
456,2
457,2
458,2
459,2
460,2
461,1
462,1
463,1
464,1
465,1
466,2
467,2
468,2
469,2
470,1
471,1
472,2
473,2
474,2
475,1
476,2
477,2
478,2
479,1
480,1
481,1
482,1
483,1
484,1
485,2
486,2
487,1
488,1
489,1
490,1
491,2
492,2
493,1
494,1
495,1
496,1
497,1
498,1
499,2
500,2
501,2
502,2
503,1
504,1
505,1
506,1
507,1
508,2
509,2
510,2
511,2
512,1
513,1
514,1
515,2
516,2
517,2
518,2
519,2
520,1
521,2
522,2
523,2
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,2
534,2
535,2
536,2
537,2
538,2
539,2
540,2
541,2
542,2
543,2
544,2
545,2
546,2
547,2
548,2
549,2
550,2
551,2
552,2
553,2
554,2
555,2
556,2
557,2
558,2
559,2
560,2
561,2
562,2
563,2
564,2
565,2
566,2
567,2
568,2
569,2
570,2
571,2
572,2
573,2
574,2
575,2
576,2
577,2
578,2
579,2
580,2
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
