bus_number,area_number
20401,7
20402,7
20403,6
20404,7
20405,6
20406,7
20407,7
20408,7
20409,7
20410,6
20411,6
20412,6
20413,7
20414,7
20415,7
20416,6
20417,7
20418,6
20419,7
20420,6
20421,6
20422,6
20423,7
20424,7
20425,7
20426,6
20427,6
20428,7
20429,6
20430,6
20431,6
20432,6
20433,6
20434,6
20435,6
20436,6
20437,7
20438,7
20439,6
20440,7
20441,7
20442,5
20443,7
20444,6
20445,7
20446,10
20447,10
20448,7
20449,7
20450,10
20451,6
20452,6
20453,6
20454,7
20455,7
20456,6
20457,10
20458,2
20459,6
20460,6
20461,3
20462,1
20463,4
20464,1
20465,1
20466,3
20467,1
20468,4
20469,1
20470,3
20471,3
20472,1
20473,3
20474,4
20475,3
20476,4
20477,5
20478,2
20479,3
20480,3
20481,5
20482,1
20483,2
20484,1
20485,3
20486,1
20487,3
20488,4
20489,5
20490,4
20491,5
20492,1
20493,2
20494,5
20495,2
20496,5
20497,3
20498,2
20499,5
20500,1
20501,2
20502,2
20503,2
20504,3
20505,1
20506,2
20507,1
20508,1
20509,1
20510,4
20511,2
20512,2
20513,2
20514,1
20515,2
20516,1
20517,3
20518,2
20519,2
20520,2
20521,1
20522,2
20523,1
20524,1
20525,1
20526,2
20527,2
20528,2
20529,2
20530,2
20531,10
20532,8
20533,9
20534,5
20535,10
20536,9
20537,10
20538,5
20539,8
20540,8
20541,9
20542,9
20543,9
20544,5
20545,9
20546,8
20547,9
20548,5
20549,10
20550,9
20551,5
20552,8
20553,10
20554,8
20555,10
20556,9
20557,9
20558,10
20559,9
20560,10
20561,10
20562,8
20563,5
20564,10
20565,10
20566,8
20567,10
20568,10
20569,10
20570,8
20571,10
20572,9
20573,5
20574,5
20575,9
20576,5
20577,8
20578,10
20579,5
20580,8
20581,10
20582,8
20583,9
20584,10
20585,9
20586,10
20587,8
20588,9
20589,10
20590,8
20591,8
20592,10
20593,5
20594,5
20595,5
20596,5
20597,5
20598,5
20599,5
20600,5
20601,5
20602,5
20603,5
20604,5
20605,5
20606,5
20607,5
20608,5
20609,5
20610,5
20611,5
20612,5
20613,5
20614,5
20615,5
20616,5
20617,5
20618,5
20619,5
20620,5
20621,5
20622,5
20623,5
20624,5
20625,5
20626,5
20627,5
20628,5
20629,5
20630,5
20631,5
20632,5
20633,5
20634,5
20635,5
20636,5
20637,5
20638,5
20639,5
20640,5
20641,5
20642,5
20643,5
20644,5
20645,5
20646,5
20647,5
20648,5
20649,5
20650,5
20651,5
20652,5
20653,5
20654,5
20655,5
20656,5
20657,5
20658,5
20659,5
20660,5
20661,5
20662,5
20663,5
20664,5
20665,5
20666,5
20667,5
20668,5
20669,5
20670,5
20671,5
20672,5
20673,5
20674,5
20675,5
20676,5
20677,5
20678,5
20679,5
20680,5
20681,5
20682,5
20683,5
20684,5
20685,5
20686,5
20687,5
20688,5
20689,5
20690,5
20691,5
20692,5
20693,5
20694,5
20695,5
20696,7
20697,7
20698,7
20699,7
20700,7
20701,7
20702,7
20703,7
20704,7
20705,7
20706,7
20707,7
20708,7
20709,7
20710,7
20711,6
20712,6
20713,6
20714,5
20715,5
20716,7
20717,7
20718,7
20719,6
20720,7
20721,6
20722,7
20723,7
20724,7
20725,7
20726,7
20727,7
20728,7
20729,7
20730,7
20731,7
20732,6
20733,6
20734,6
20735,6
20736,6
20737,6
20738,6
20739,6
20740,6
20741,6
20742,6
20743,6
20744,6
20745,6
20746,6
20747,6
20748,6
20749,6
20750,7
20751,7
20752,7
20753,7
20754,7
20755,7
20756,7
20757,7
20758,7
20759,7
20760,7
20761,7
20762,7
20763,7
20764,7
20765,7
20766,7
20767,7
20768,7
20769,7
20770,7
20771,7
20772,7
20773,7
20774,7
20775,7
20776,7
20777,7
20778,7
20779,7
20780,7
20781,7
20782,6
20783,6
20784,6
20785,6
20786,6
20787,6
20788,6
20789,6
20790,7
20791,7
20792,7
20793,7
20794,7
20795,7
20796,7
20797,7
20798,7
20799,7
20800,10
20801,10
20802,10
20803,10
20804,10
20805,10
20806,10
20807,10
20808,10
20809,10
20810,7
20811,7
20812,7
20813,7
20814,7
20815,7
20816,5
20817,5
20818,5
20819,5
20820,5
20821,5
20822,5
20823,5
20824,5
20825,7
20826,7
20827,7
20828,7
20829,7
20830,7
20831,7
20832,7
20833,7
20834,7
20835,7
20836,7
20837,7
20838,7
20839,7
20840,7
20841,7
20842,7
20843,7
20844,7
20845,7
20846,7
20847,7
20848,7
20849,7
20850,7
20851,7
20852,5
20853,7
20854,7
20855,7
20856,7
20857,7
20858,7
20859,7
20860,7
20861,7
20862,6
20863,6
20864,6
20865,6
20866,6
20867,6
20868,6
20869,6
20870,6
20871,6
20872,6
20873,6
20874,6
20875,6
20876,6
20877,6
20878,6
20879,6
20880,6
20881,6
20882,6
20883,6
20884,6
20885,6
20886,6
20887,6
20888,6
20889,6
20890,6
20891,6
20892,6
20893,6
20894,6
20895,6
20896,6
20897,6
20898,10
20899,10
20900,7
20901,10
20902,10
20903,7
20904,7
20905,7
20906,7
20907,7
20908,7
20909,7
20910,7
20911,7
20912,7
20913,7
20914,7
20915,7
20916,7
20917,7
20918,7
20919,7
20920,7
20921,7
20922,7
20923,7
20924,7
20925,6
20926,6
20927,6
20928,6
20929,6
20930,7
20931,10
20932,10
20933,10
20934,7
20935,6
20936,6
20937,6
20938,6
20939,6
20940,6
20941,7
20942,7
20943,7
20944,7
20945,7
20946,7
20947,7
20948,6
20949,6
20950,5
20951,6
20952,6
20953,6
20954,6
20955,6
20956,6
20957,6
20958,7
20959,7
20960,6
20961,6
20962,7
20963,6
20964,7
20965,7
20966,7
20967,7
20968,7
20969,7
20970,7
20971,7
20972,7
20973,7
20974,7
20975,7
20976,7
20977,7
20978,7
20979,7
20980,7
20981,7
20982,7
20983,7
20984,7
20985,7
20986,7
20987,7
20988,7
20989,7
20990,7
20991,7
20992,7
20993,7
20994,7
20995,7
20996,7
20997,7
20998,7
20999,7
21000,7
21001,7
21002,7
21003,7
21004,7
21005,7
21006,7
21007,7
21008,7
21009,7
21010,7
21011,7
21012,7
21013,7
21014,7
21015,7
21016,7
21017,7
21018,7
21019,7
21020,7
21021,7
21022,7
21023,7
21024,7
21025,7
21026,7
21027,7
21028,7
21029,7
21030,7
21031,7
21032,7
21033,7
21034,7
21035,7
21036,7
21037,7
21038,7
21039,7
21040,7
21041,7
21042,7
21043,7
21044,7
21045,7
21046,7
21047,7
21048,7
21049,7
21050,7
21051,7
21052,7
21053,7
21054,7
21055,7
21056,7
21057,7
21058,7
21059,7
21060,7
21061,7
21062,6
21063,6
21064,6
21065,6
21066,6
21067,6
21068,6
21069,6
21070,6
21071,6
21072,6
21073,6
21074,6
21075,6
21076,6
21077,6
21078,6
21079,6
21080,6
21081,6
21082,6
21083,6
21084,6
21085,6
21086,5
21087,5
21088,6
21089,6
21090,6
21091,7
21092,7
21093,7
21094,7
21095,7
21096,7
21097,7
21098,7
21099,7
21100,7
21101,6
21102,6
21103,6
21104,6
21105,6
21106,6
21107,6
21108,6
21109,5
21110,5
21111,5
21112,5
21113,5
21114,5
21115,5
21116,7
21117,7
21118,7
21119,7
21120,7
21121,7
21122,7
21123,7
21124,7
21125,7
21126,7
21127,7
21128,7
21129,7
21130,7
21131,7
21132,7
21133,7
21134,7
21135,7
21136,7
21137,7
21138,7
21139,7
21140,7
21141,7
21142,7
21143,7
21144,7
21145,7
21146,7
21147,7
21148,7
21149,7
21150,7
21151,7
21152,7
21153,7
21154,7
21155,7
21156,7
21157,7
21158,7
21159,7
21160,7
21161,6
21162,6
21163,6
21164,6
21165,6
21166,6
21167,6
21168,6
21169,6
21170,6
21171,6
21172,6
21173,6
21174,6
21175,6
21176,6
21177,6
21178,6
21179,6
21180,5
21181,6
21182,6
21183,6
21184,6
21185,5
21186,5
21187,5
21188,6
21189,6
21190,6
21191,6
21192,6
21193,6
21194,6
21195,6
21196,6
21197,6
21198,6
21199,6
21200,6
21201,6
21202,6
21203,6
21204,6
21205,6
21206,6
21207,6
21208,6
21209,6
21210,6
21211,6
21212,6
21213,6
21214,6
21215,6
21216,6
21217,6
21218,6
21219,6
21220,6
21221,6
21222,6
21223,6
21224,6
21225,6
21226,6
21227,6
21228,6
21229,6
21230,6
21231,6
21232,6
21233,6
21234,6
21235,6
21236,6
21237,6
21238,6
21239,6
21240,6
21241,6
21242,6
21243,6
21244,6
21245,6
21246,6
21247,6
21248,6
21249,6
21250,6
21251,6
21252,6
21253,6
21254,6
21255,6
21256,6
21257,6
21258,6
21259,6
21260,6
21261,6
21262,6
21263,6
21264,6
21265,6
21266,6
21267,6
21268,6
21269,6
21270,6
21271,6
21272,6
21273,6
21274,6
21275,6
21276,6
21277,6
21278,6
21279,6
21280,6
21281,6
21282,6
21283,6
21284,6
21285,6
21286,6
21287,6
21288,6
21289,6
21290,6
21291,6
21292,6
21293,6
21294,6
21295,6
21296,6
21297,6
21298,6
21299,6
21300,6
21301,6
21302,6
21303,6
21304,6
21305,6
21306,6
21307,6
21308,6
21309,6
21310,6
21311,6
21312,6
21313,6
21314,6
21315,6
21316,6
21317,6
21318,6
21319,6
21320,6
21321,6
21322,6
21323,6
21324,6
21325,6
21326,6
21327,6
21328,6
21329,6
21330,6
21331,6
21332,6
21333,7
21334,7
21335,7
21336,7
21337,7
21338,7
21339,7
21340,7
21341,7
21342,7
21343,7
21344,7
21345,7
21346,7
21347,7
21348,7
21349,7
21350,7
21351,7
21352,7
21353,7
21354,7
21355,7
21356,7
21357,7
21358,7
21359,7
21360,7
21361,7
21362,7
21363,7
21364,7
21365,7
21366,7
21367,7
21368,7
21369,7
21370,7
21371,7
21372,7
21373,7
21374,7
21375,7
21376,7
21377,7
21378,7
21379,7
21380,7
21381,7
21382,7
21383,7
21384,7
21385,7
21386,7
21387,7
21388,7
21389,7
21390,7
21391,7
21392,7
21393,7
21394,7
21395,7
21396,7
21397,7
21398,7
21399,7
21400,7
21401,7
21402,7
21403,7
21404,7
21405,7
21406,7
21407,7
21408,7
21409,7
21410,7
21411,7
21412,7
21413,7
21414,7
21415,7
21416,7
21417,7
21418,7
21419,7
21420,7
21421,7
21422,7
21423,7
21424,7
21425,7
21426,7
21427,7
21428,7
21429,7
21430,7
21431,7
21432,7
21433,7
21434,7
21435,7
21436,7
21437,7
21438,7
21439,7
21440,7
21441,7
21442,7
21443,7
21444,7
21445,7
21446,7
21447,7
21448,7
21449,7
21450,7
21451,7
21452,7
21453,7
21454,7
21455,7
21456,7
21457,7
21458,7
21459,7
21460,7
21461,7
21462,7
21463,7
21464,7
21465,7
21466,7
21467,7
21468,7
21469,7
21470,7
21471,7
21472,7
21473,7
21474,7
21475,7
21476,7
21477,7
21478,7
21479,7
21480,7
21481,7
21482,7
21483,7
21484,7
21485,7
21486,7
21487,7
21488,7
21489,7
21490,7
21491,7
21492,7
21493,7
21494,7
21495,7
21496,7
21497,7
