bus_number,area_number
1,1
2,1
3,3
4,3
5,2
6,2
7,1
8,1
9,1
10,1
11,3
12,3
13,3
14,3
15,3
16,3
17,3
18,3
19,3
20,3
21,3
22,3
23,3
24,3
25,2
26,2
27,3
28,3
29,1
30,1
31,1
32,1
33,1
34,3
35,3
36,1
37,1
38,1
39,3
40,3
41,2
42,3
43,1
44,3
45,1
46,1
47,3
48,2
49,2
50,2
51,2
52,2
53,2
54,3
55,1
56,1
57,3
58,1
59,1
60,1
61,1
62,3
63,3
64,2
65,2
66,3
67,3
68,3
69,3
70,3
71,3
72,3
73,3
74,2
75,1
76,1
77,1
78,1
79,1
80,2
81,2
82,2
83,1
84,1
85,3
86,1
87,3
88,3
89,1
90,1
91,1
92,1
93,3
94,3
95,1
96,2
97,1
98,1
99,1
100,2
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,2
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,3
121,2
122,2
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,3
138,2
139,1
140,1
141,1
142,1
143,2
144,1
145,3
146,1
147,1
148,1
149,3
150,3
151,3
152,3
153,3
154,3
155,3
156,1
157,1
158,3
159,3
160,3
161,3
162,1
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,3
177,1
178,2
179,2
180,2
181,3
182,3
183,3
184,3
185,3
186,1
187,2
188,2
189,2
190,2
191,2
192,1
193,1
194,3
195,2
196,2
197,2
198,1
199,2
200,3
