bus_number,area_number
3,5
4,2
10,3
21,3
22,6
26,1
29,1
44,3
53,2
58,1
59,4
90,4
96,1
113,4
115,3
118,1
124,1
128,7
145,1
148,2
150,1
163,5
171,4
174,3
184,7
188,4
195,2
196,3
198,7
207,7
216,6
217,5
218,5
221,1
225,3
280,1
283,7
292,1
305,4
306,3
314,7
333,4
338,1
346,6
350,3
352,3
367,3
401,4
408,7
410,4
413,3
416,5
426,4
432,1
444,7
449,3
453,1
455,4
490,6
500,5
502,2
506,4
513,2
516,4
520,4
549,2
554,6
556,6
561,2
564,4
575,7
583,5
594,3
601,1
604,6
608,4
609,5
615,4
616,1
619,8
639,2
641,1
658,4
661,5
666,5
678,1
682,2
687,7
707,4
718,4
720,2
726,7
742,7
747,3
749,4
750,6
757,8
766,2
769,7
772,5
776,1
778,1
789,5
795,1
800,7
803,4
804,1
805,5
809,7
819,1
823,3
839,7
851,1
858,7
870,6
871,2
883,1
891,4
892,4
900,2
903,3
905,5
907,1
908,2
920,6
923,6
933,5
935,8
953,3
954,8
960,4
964,8
972,5
980,8
1001,4
1002,6
1005,4
1015,5
1026,4
1027,3
1033,6
1035,4
1039,5
1040,1
1043,1
1051,4
1077,7
1078,5
1081,4
1083,5
1090,3
1093,6
1096,1
1100,1
1101,5
1102,3
1105,3
1111,3
1129,3
1136,6
1137,8
1146,5
1151,6
1153,7
1156,6
1159,4
1172,3
1179,5
1183,4
1187,5
1188,4
1194,4
1198,1
1201,4
1216,7
1233,6
1234,1
1237,3
1248,5
1249,1
1251,6
1262,6
1265,4
1275,5
1295,1
1301,4
1305,4
1311,4
1326,4
1334,1
1341,5
1343,1
1354,2
1355,1
1364,5
1380,4
1394,3
1397,4
1398,1
1401,5
1414,3
1415,6
1422,4
1435,3
1436,4
1448,3
1459,8
1462,4
1465,6
1478,5
1483,3
1486,6
1494,5
1502,4
1504,7
1526,7
1538,7
1539,4
1541,1
1545,3
1547,5
1551,3
1552,4
1554,7
1556,4
1562,8
1566,3
1568,8
1578,7
1584,4
1592,7
1595,3
1604,2
1605,4
1607,5
1609,8
1625,2
1629,7
1642,7
1643,8
1644,5
1662,6
1672,4
1680,3
1692,7
1704,7
1708,4
1709,1
1711,2
1721,1
1730,3
1742,4
1746,8
1750,6
1754,4
1758,3
1763,4
1767,4
1768,5
1775,4
1794,3
1798,5
1803,6
1808,1
1813,2
1817,3
1833,3
1838,3
1844,4
1851,4
1852,4
1857,1
1860,4
1866,4
1868,1
1876,4
1883,1
1888,7
1895,1
1896,2
1910,1
1914,4
1917,8
1923,3
1940,4
1959,4
1965,4
1973,3
1979,4
1980,6
1998,6
2012,6
2019,6
2020,8
2021,8
2035,7
2042,7
2043,4
2044,1
2050,1
2056,2
2057,2
2072,4
2078,1
2079,5
2083,6
2085,5
2088,5
2089,8
2093,5
2101,1
2128,6
2129,1
2132,1
2142,1
2155,7
2161,4
2166,5
2174,6
2177,4
2183,6
2189,1
2197,1
2208,2
2229,5
2230,3
2231,1
2242,4
2252,4
2273,3
2276,4
2286,7
2288,1
2291,2
2303,5
2304,4
2308,3
2313,8
2319,2
2327,8
2328,5
2337,4
2340,7
2341,4
2359,1
2360,4
2361,2
2365,4
2372,3
2377,5
2393,1
2406,8
2421,3
2424,6
2425,3
2426,1
2430,5
2432,4
2438,8
2446,5
2457,6
2458,3
2467,5
2468,1
2475,2
2479,1
2481,5
2489,1
2503,3
2510,6
2518,1
2526,3
2527,5
2535,7
2550,1
2558,7
2563,5
2575,5
2591,7
2597,1
2598,1
2600,1
2627,5
2629,8
2641,7
2644,3
2653,6
2654,1
2656,4
2676,4
2689,7
2695,6
2702,8
2719,1
2721,2
2732,5
2749,2
2751,8
2754,5
2770,7
2782,4
2786,5
2794,6
2795,4
2797,1
2799,4
2801,6
2806,1
2815,6
2816,3
2841,4
2842,2
2847,5
2848,7
2850,5
2854,4
2863,1
2866,2
2872,2
2877,1
2878,2
2886,5
2888,3
2889,1
2898,6
2902,4
2910,7
2918,4
2919,3
2924,4
2928,3
2930,4
2931,4
2934,1
2938,7
2940,5
2949,2
2961,6
2967,5
2968,3
2972,5
2980,4
2981,3
2985,2
2995,5
3013,2
3018,4
3019,6
3021,7
3022,4
3028,7
3036,8
3037,3
3044,4
3051,4
3069,7
3070,3
3071,1
3072,2
3075,1
3082,6
3083,4
3085,4
3112,1
3114,2
3121,2
3126,1
3133,2
3134,4
3137,4
3145,4
3166,4
3183,4
3184,6
3187,5
3191,7
3200,6
3204,1
3205,5
3218,1
3221,5
3231,7
3239,4
3240,1
3241,1
3243,3
3246,1
3248,7
3255,6
3276,1
3293,7
3306,1
3324,1
3325,6
3327,5
3331,1
3344,5
3346,1
3353,1
3364,4
3377,1
3390,7
3391,3
3400,8
3401,1
3412,1
3422,4
3430,4
3435,8
3436,2
3445,7
3450,8
3481,6
3483,5
3485,6
3486,6
3488,7
3492,5
3496,3
3498,5
3499,1
3502,1
3503,6
3513,1
3519,4
3520,7
3526,7
3535,3
3541,3
3543,3
3545,1
3557,2
3558,1
3565,4
3577,3
3579,4
3580,4
3589,2
3594,6
3601,6
3602,6
3608,4
3609,4
3610,3
3611,5
3613,4
3643,5
3645,4
3649,4
3654,3
3656,2
3657,3
3661,1
3670,3
3672,7
3674,1
3680,1
3697,4
3698,6
3701,8
3707,2
3718,8
3737,7
3740,6
3741,7
3749,4
3758,4
3760,3
3768,8
3775,5
3786,2
3793,4
3794,4
3809,4
3814,8
3817,4
3818,8
3825,6
3830,3
3834,6
3855,3
3857,4
3865,1
3866,4
3869,7
3876,7
3880,4
3894,1
3903,8
3906,4
3912,6
3916,7
3918,7
3919,1
3925,1
3928,5
3929,6
3951,4
3956,8
3962,3
3969,1
3971,2
3975,5
3985,1
3994,7
3997,7
3999,1
4000,6
4005,4
4024,5
4025,7
4031,2
4032,1
4039,6
4049,1
4054,6
4056,1
4060,2
4084,2
4100,4
4103,3
4110,1
4114,8
4118,1
4125,5
4127,6
4128,1
4134,4
4141,4
4143,1
4144,2
4157,3
4185,8
4186,6
4189,4
4196,1
4197,2
4205,2
4215,3
4231,1
4234,4
4235,4
4239,2
4245,3
4251,1
4267,1
4281,7
4300,7
4301,6
4306,4
4313,6
4314,7
4324,4
4331,1
4339,6
4353,4
4355,3
4357,2
4368,4
4395,6
4402,4
4410,4
4418,4
4419,1
4426,4
4432,3
4435,5
4454,1
4480,1
4482,2
4484,2
4491,4
4494,7
4504,4
4505,2
4506,7
4511,8
4513,1
4520,1
4525,2
4529,4
4541,1
4544,1
4549,6
4550,5
4554,3
4562,1
4566,4
4580,7
4594,7
4598,1
4615,4
4623,8
4624,5
4656,4
4661,4
4674,7
4679,6
4683,5
4685,8
4689,2
4701,4
4710,1
4711,7
4725,1
4728,6
4729,7
4734,5
4738,2
4747,7
4748,1
4765,5
4783,1
4787,6
4816,4
4819,7
4823,2
4826,4
4829,1
4831,1
4850,5
4852,6
4864,4
4867,7
4874,4
4880,1
4885,3
4889,7
4907,7
4908,6
4914,6
4918,7
4925,3
4936,2
4939,5
4942,1
4950,4
4951,5
4952,5
4970,4
4974,5
5002,2
5003,3
5004,2
5007,5
5016,1
5019,4
5049,3
5051,4
5067,3
5077,4
5083,7
5093,5
5099,1
5106,4
5110,1
5120,4
5131,3
5137,1
5144,1
5146,4
5174,6
5179,2
5182,1
5212,7
5213,3
5215,5
5233,7
5237,5
5241,2
5256,7
5257,1
5270,3
5278,6
5286,3
5288,6
5297,6
5300,7
5308,3
5317,4
5334,7
5340,2
5341,3
5350,2
5351,1
5354,3
5362,3
5365,4
5379,3
5383,8
5388,5
5393,2
5395,4
5400,1
5410,8
5413,4
5417,4
5418,6
5419,5
5420,4
5421,6
5441,7
5455,1
5458,3
5460,2
5461,4
5469,4
5477,3
5481,4
5482,1
5486,1
5488,4
5490,4
5502,6
5519,8
5522,2
5525,5
5529,7
5533,1
5546,4
5550,4
5564,1
5567,1
5571,3
5573,4
5574,7
5586,1
5589,4
5610,3
5616,4
5627,4
5630,5
5641,4
5648,3
5653,3
5658,4
5664,2
5666,7
5686,1
5688,1
5691,4
5695,4
5699,2
5709,6
5712,5
5720,2
5723,5
5735,4
5738,1
5743,8
5753,7
5764,4
5781,5
5789,7
5799,4
5803,7
5814,7
5836,7
5837,3
5853,1
5856,1
5857,3
5881,2
5891,7
5907,3
5918,4
5926,4
5935,4
5940,1
5944,4
5957,7
5971,5
5983,4
5987,4
5990,1
5993,7
5994,1
6010,4
6031,5
6036,2
6041,4
6053,4
6071,5
6101,1
6104,2
6110,4
6112,1
6114,7
6115,7
6119,1
6146,6
6151,3
6153,1
6163,3
6168,1
6178,6
6194,1
6199,3
6203,4
6206,1
6219,7
6220,4
6224,6
6231,1
6232,8
6240,4
6246,4
6252,4
6253,8
6267,6
6271,3
6290,2
6291,4
6306,4
6308,8
6313,3
6331,1
6332,4
6337,3
6351,2
6357,5
6368,3
6371,1
6376,1
6382,3
6384,1
6405,1
6416,7
6426,1
6427,3
6429,6
6430,4
6450,1
6455,6
6472,3
6474,2
6475,6
6478,6
6486,5
6495,8
6510,4
6516,5
6521,5
6532,4
6552,8
6555,4
6556,2
6563,6
6565,2
6570,6
6581,3
6612,2
6616,5
6619,2
6624,1
6629,7
6630,3
6636,7
6638,1
6639,5
6648,4
6664,4
6675,6
6684,8
6691,4
6692,1
6697,4
6714,1
6723,1
6730,6
6734,5
6735,5
6737,1
6738,4
6742,3
6744,1
6757,2
6763,3
6772,3
6773,6
6785,5
6791,8
6802,7
6806,8
6807,1
6816,4
6820,1
6828,7
6831,1
6837,1
6842,1
6844,3
6845,2
6846,5
6852,4
6854,7
6857,6
6880,5
6887,1
6888,1
6889,5
6891,7
6897,4
6901,4
6908,4
6909,6
6921,2
6922,1
6926,5
6940,4
6947,5
6952,4
6954,6
6961,1
6969,4
6982,4
6989,3
6990,8
7014,5
7019,8
7021,1
7030,2
7036,1
7042,4
7047,3
7049,5
7050,6
7052,5
7056,7
7069,2
7070,2
7076,7
7092,8
7098,7
7115,1
7119,1
7124,4
7129,7
7132,1
7133,1
7144,7
7148,3
7159,1
7162,2
7163,8
7164,4
7165,4
7178,5
7183,3
7202,5
7209,1
7222,4
7226,7
7231,7
7253,5
7256,4
7259,2
7264,7
7266,5
7267,7
7273,3
7274,5
7282,1
7284,7
7289,1
7309,7
7316,1
7325,2
7327,5
7328,4
7338,1
7341,7
7342,1
7351,7
7353,5
7361,4
7367,5
7373,3
7377,1
7380,6
7396,1
7422,1
7437,3
7438,7
7464,1
7466,4
7471,2
7473,1
7474,4
7485,8
7491,3
7495,1
7507,8
7513,6
7519,1
7520,2
7522,7
7523,1
7530,4
7537,3
7539,2
7541,4
7571,7
7576,7
7577,7
7579,4
7580,2
7582,3
7583,1
7599,7
7624,3
7626,7
7635,1
7640,1
7641,3
7647,3
7653,6
7663,7
7691,1
7694,1
7697,5
7700,1
7702,1
7726,1
7738,4
7752,4
7766,7
7770,4
7772,4
7775,4
7776,5
7778,4
7791,7
7797,8
7808,3
7809,1
7824,1
7831,5
7840,5
7842,1
7847,3
7857,1
7862,3
7865,3
7873,1
7881,4
7883,4
7885,6
7886,1
7892,2
7895,3
7903,4
7905,4
7913,4
7923,6
7937,5
7943,5
7945,5
7955,4
7961,1
7967,7
7972,5
7974,6
7982,6
7988,1
7989,5
7994,7
7998,5
8005,1
8030,3
8035,1
8043,2
8057,3
8060,2
8104,3
8107,6
8109,4
8112,7
8128,3
8151,8
8158,1
8165,5
8180,4
8189,5
8190,7
8191,2
8195,5
8200,2
8209,6
8214,7
8222,2
8225,2
8250,2
8255,1
8265,4
8267,4
8291,1
8293,8
8294,7
8307,5
8310,5
8311,1
8312,4
8316,3
8328,6
8331,4
8334,5
8347,8
8361,3
8367,1
8369,1
8373,4
8397,4
8405,7
8406,8
8411,8
8439,4
8448,3
8458,4
8466,5
8467,6
8468,6
8473,1
8475,4
8477,2
8478,3
8485,3
8486,4
8487,5
8494,3
8497,4
8507,3
8511,6
8515,4
8522,1
8535,3
8542,6
8546,1
8560,3
8564,1
8568,5
8578,2
8592,5
8626,5
8627,3
8628,3
8636,4
8651,1
8653,5
8656,7
8669,2
8670,2
8672,4
8676,5
8677,1
8683,6
8689,6
8691,4
8704,1
8707,6
8711,7
8721,4
8722,3
8732,6
8743,4
8748,4
8763,5
8765,2
8787,3
8788,5
8791,4
8795,1
8804,7
8807,5
8808,4
8809,4
8818,1
8825,5
8829,4
8834,3
8835,6
8843,2
8846,1
8853,4
8854,4
8860,1
8864,2
8872,4
8873,4
8874,2
8877,6
8879,3
8886,5
8887,5
8893,2
8900,3
8903,1
8906,6
8913,6
8930,5
8931,3
8947,7
8950,5
8961,1
8975,6
8976,5
8980,7
8989,8
8992,5
8997,1
8999,8
9002,1
9011,6
9012,1
9014,1
9018,2
9019,6
9021,7
9033,4
9045,6
9051,7
9059,4
9065,5
9066,5
9067,7
9091,1
9101,4
9108,5
9109,7
9112,4
9119,6
9128,5
9130,2
9131,8
9137,4
9140,2
9150,4
9155,5
9158,1
9164,5
9173,6
9174,4
9176,4
9180,2
9181,1
9185,1
9189,8
9191,3
9203,1
9213,1
9217,3
9222,4
9231,6
9241,7
