bus_number,area_number
1,7
2,12
3,3
4,10
5,10
6,10
7,10
8,10
9,6
10,10
11,4
12,5
13,4
14,7
15,4
16,4
17,7
18,8
19,5
20,5
21,4
22,8
23,7
25,12
27,11
28,6
29,12
30,12
31,12
33,12
34,4
35,10
36,1
37,1
38,9
39,7
40,7
41,10
42,7
43,7
44,3
45,4
46,1
47,5
48,5
49,5
50,6
51,2
52,7
53,7
54,7
55,12
56,12
57,2
58,1
59,12
60,12
61,12
62,7
63,10
64,5
65,6
66,2
67,6
68,7
69,7
70,7
71,5
72,5
73,12
74,12
75,12
76,3
77,3
78,3
79,5
80,5
81,8
82,7
83,7
84,2
85,2
86,2
87,2
88,2
89,12
90,8
91,11
92,4
93,4
96,2
97,4
98,1
99,1
100,5
101,10
102,10
103,10
104,4
105,8
106,4
107,2
108,2
109,2
110,4
111,1
112,8
113,6
114,7
115,8
117,8
119,3
120,12
121,12
122,2
123,11
124,1
125,12
126,2
127,2
128,2
129,2
130,2
131,8
132,8
133,8
134,7
135,12
136,5
137,11
138,11
140,11
141,11
142,3
143,11
144,11
145,4
146,2
147,2
148,2
149,4
150,11
151,2
152,12
153,12
154,12
155,12
156,7
157,2
158,2
159,6
160,2
161,3
162,3
163,3
164,3
165,11
166,11
167,2
168,2
169,10
170,10
171,5
172,5
173,7
181,2
182,8
183,11
184,11
185,11
186,11
187,7
188,9
189,3
190,6
191,6
192,5
193,12
194,12
195,7
196,11
197,11
198,3
199,3
200,12
201,2
202,7
203,5
204,9
205,12
206,12
207,5
208,7
209,3
210,8
211,12
212,12
213,11
215,11
216,10
217,11
218,11
219,12
220,12
221,12
222,3
223,12
224,12
225,7
226,3
227,1
228,1
229,7
230,7
231,4
232,4
233,6
234,6
235,6
236,6
237,4
238,4
239,6
240,6
241,12
242,12
243,8
244,8
245,8
246,8
247,5
248,1
249,1
250,1
251,11
252,5
253,4
254,4
255,4
257,4
258,4
259,7
260,10
261,3
262,11
263,11
267,6
268,3
269,3
270,9
271,9
272,11
273,3
274,8
275,4
276,5
278,11
279,11
280,11
281,2
282,2
283,12
284,6
285,6
286,10
287,6
288,6
289,6
290,6
291,6
292,6
293,5
294,6
295,3
296,7
297,6
298,5
299,10
300,3
301,3
302,3
303,3
304,7
305,7
306,7
307,6
308,6
309,2
310,2
311,2
312,10
313,4
314,7
315,7
316,10
317,2
318,5
319,10
320,3
321,11
323,7
324,2
325,3
326,12
327,11
328,11
329,10
330,6
331,6
332,6
333,4
334,7
335,3
336,3
337,3
338,3
339,3
340,11
341,5
342,6
343,4
345,10
346,10
347,10
348,3
350,3
351,5
352,5
353,11
354,12
355,2
356,2
357,11
358,11
359,3
360,11
361,11
362,11
363,11
364,10
365,11
366,11
367,7
368,8
369,8
370,5
371,6
372,10
373,10
374,5
375,5
376,11
377,7
378,11
379,2
380,11
381,11
382,11
383,11
384,11
385,10
386,12
387,12
388,2
390,2
391,7
392,11
393,11
394,8
395,11
396,12
397,12
398,6
399,8
400,12
401,12
402,4
403,5
404,7
405,6
406,6
407,5
408,11
409,3
410,6
411,8
412,12
413,8
414,11
416,11
418,11
419,8
420,6
421,6
422,7
423,2
424,4
425,12
426,7
427,7
428,11
429,7
430,7
431,10
432,8
433,11
434,3
435,3
436,3
437,7
438,7
439,3
440,3
441,3
442,2
443,2
444,2
445,3
446,7
447,5
448,3
449,7
450,12
451,6
452,6
453,6
454,6
455,12
456,11
458,11
459,7
460,11
461,2
462,2
463,4
464,4
465,3
466,2
467,12
468,2
469,7
470,7
471,8
472,5
473,12
474,6
475,7
476,8
477,9
478,11
479,12
480,8
481,8
482,8
483,8
484,5
485,4
486,4
487,4
488,4
489,4
490,7
491,4
492,4
493,3
494,12
495,2
496,9
497,9
498,9
499,9
500,9
501,9
502,9
503,9
504,12
506,11
507,3
508,3
509,3
510,3
511,7
512,5
513,2
515,3
516,10
517,2
519,2
520,4
521,4
522,5
523,2
524,5
525,2
526,7
527,10
528,10
529,12
530,11
531,4
532,4
533,8
534,4
535,5
536,5
537,5
538,8
539,8
540,8
541,8
542,8
544,11
545,2
546,6
547,12
548,6
549,2
550,6
551,2
553,2
554,6
555,7
556,7
557,10
558,10
559,10
560,8
561,8
562,8
563,8
564,8
565,8
566,8
567,11
568,6
569,2
570,11
572,5
573,6
574,2
575,8
576,2
577,2
578,2
579,5
580,2
581,4
582,1
583,12
584,8
585,2
586,3
587,3
588,7
589,7
590,7
591,7
592,7
593,7
594,11
595,11
596,11
597,11
598,2
599,6
600,6
601,11
602,11
603,11
604,7
605,7
606,8
607,3
608,5
609,11
610,2
611,11
612,11
613,11
614,7
615,7
616,10
617,7
618,7
619,4
620,6
621,6
622,11
623,10
624,4
625,3
626,7
627,8
628,8
629,5
630,7
631,7
632,6
633,4
635,4
637,4
638,4
639,4
640,7
641,4
642,4
643,10
644,8
645,5
646,9
647,7
648,7
649,2
650,2
651,8
652,1
653,12
654,4
655,4
656,4
657,11
658,11
659,8
660,7
662,11
663,11
664,7
665,2
666,2
667,10
668,9
669,11
670,1
671,6
672,6
673,8
674,12
675,12
676,11
677,3
678,3
679,3
680,1
681,9
682,9
683,9
684,9
685,9
686,9
687,9
690,11
691,11
692,4
693,4
694,2
695,3
696,3
697,8
698,8
699,5
700,5
701,1
702,1
703,6
704,2
705,3
707,2
708,7
709,7
710,3
711,3
712,3
713,12
715,2
716,1
717,1
718,2
719,2
720,7
721,7
722,7
723,4
724,4
725,4
726,6
727,4
728,2
729,12
730,12
731,2
732,8
733,8
734,6
735,6
736,10
737,10
738,7
739,7
740,3
741,3
742,3
743,3
744,11
745,8
746,9
747,1
748,1
750,7
751,7
752,11
753,1
754,11
755,11
756,5
757,11
758,5
759,6
760,10
761,2
762,12
763,9
764,9
765,7
766,7
767,4
768,12
769,8
770,2
771,2
772,8
774,8
775,2
776,2
777,11
778,8
779,1
780,1
783,1
784,1
785,3
786,3
787,3
788,2
789,6
790,6
791,7
792,7
793,7
794,3
795,2
796,8
797,8
798,12
799,2
800,7
801,7
802,7
803,12
804,12
805,3
806,4
807,6
808,11
809,2
810,3
811,11
812,11
813,4
814,4
815,1
816,1
817,1
818,11
819,11
820,11
821,11
822,8
823,8
824,4
825,11
826,5
827,2
829,3
830,8
831,8
832,1
833,5
834,5
835,5
836,5
837,5
838,5
839,5
840,2
841,4
842,12
843,11
844,11
845,12
846,1
847,12
848,6
849,8
851,8
853,2
854,2
857,2
858,2
859,7
860,6
861,6
862,2
863,2
864,2
865,2
866,6
867,6
868,2
869,8
870,2
871,11
872,2
873,4
874,9
875,4
876,8
877,8
878,8
880,8
881,2
882,10
883,7
884,7
885,8
886,5
887,5
888,12
889,12
890,5
891,5
892,4
893,1
894,5
895,6
896,6
897,2
898,12
899,12
900,5
901,5
902,12
903,3
904,3
905,7
906,5
907,5
908,1
909,4
910,4
911,8
912,5
913,5
914,5
915,5
916,5
917,11
918,12
919,3
920,10
921,2
922,6
923,7
924,5
925,5
926,9
927,9
928,9
929,11
930,8
931,2
932,2
933,9
934,4
935,4
936,4
937,4
938,12
939,3
940,3
941,11
942,4
943,10
944,4
945,6
946,1
947,2
948,8
949,5
950,4
951,4
952,4
953,7
954,11
955,4
956,5
957,7
958,2
959,2
960,12
961,3
962,5
963,2
964,6
965,8
966,12
967,12
968,4
969,4
970,4
971,4
972,4
973,1
974,2
975,1
976,11
977,2
978,2
979,2
980,6
981,10
982,5
983,12
984,12
985,12
986,11
987,7
988,11
989,9
990,3
991,4
992,9
993,4
994,4
995,4
996,10
997,5
998,10
999,10
1000,10
1001,11
1002,6
1003,11
1004,12
1005,1
1006,2
1007,3
1008,11
1010,11
1011,11
1012,4
1013,5
1014,5
1015,4
1017,4
1018,4
1021,12
1022,3
1023,3
1024,4
1025,5
1026,7
1027,12
1028,8
1029,8
1030,3
1031,3
1032,7
1033,4
1035,2
1036,2
1037,9
1038,7
1039,12
1040,3
1041,3
1042,7
1043,2
1044,12
1045,3
1046,3
1047,3
1048,10
1049,10
1050,3
1051,3
1052,3
1053,12
1054,4
1055,12
1056,12
1057,3
1058,8
1059,8
1060,12
1061,8
1062,4
1064,12
1065,12
1066,12
1067,6
1068,5
1069,11
1070,11
1071,3
1072,3
1073,5
1074,5
1075,7
1076,7
1077,7
1078,7
1079,8
1080,8
1081,8
1082,8
1083,8
1084,8
1085,8
1086,4
1087,5
1088,5
1089,8
1090,12
1092,2
1093,12
1095,2
1096,11
1097,6
1098,6
1099,12
1100,4
1101,12
1103,9
1104,5
1105,5
1106,8
1107,3
1108,4
1109,4
1110,4
1112,12
1113,12
1114,12
1115,6
1116,7
1117,7
1118,7
1119,7
1120,12
1121,12
1123,4
1124,4
1125,2
1126,2
1127,2
1128,2
1129,7
1130,6
1131,5
1132,7
1133,6
1134,6
1135,6
1136,6
1137,11
1138,11
1139,8
1140,4
1141,12
1142,12
1143,4
1144,2
1145,11
1146,8
1147,2
1148,6
1149,2
1150,2
1151,8
1152,4
1153,12
1154,2
1155,10
1156,5
1157,5
1158,5
1159,11
1160,5
1161,2
1162,8
1163,8
1164,5
1165,5
1166,11
1167,8
1168,2
1169,6
1170,12
1171,7
1172,7
1173,6
1174,6
1175,10
1176,7
1177,7
1178,6
1179,9
1180,9
1181,9
1182,11
1183,3
1184,12
1185,11
1186,2
1187,2
1188,5
1189,7
1190,3
1191,1
1192,8
1193,3
1194,11
1195,11
1196,6
1197,4
1198,12
1199,8
1200,8
1201,3
1202,4
1203,7
1204,7
1205,3
1206,12
1207,12
1208,2
1209,11
1210,12
1211,12
1212,2
1213,3
1214,3
1215,6
1216,6
1217,12
1218,2
1219,3
1220,3
1221,11
1222,8
1223,8
1224,3
1225,8
1226,3
1227,5
1228,5
1229,8
1230,3
1231,2
1232,5
1233,2
1234,7
1235,7
1236,4
1237,12
1238,12
1239,2
1240,2
1241,11
1242,11
1243,11
1246,8
1247,8
1248,8
1249,8
1250,8
1251,8
1252,8
1253,10
1254,10
1255,2
1256,7
1257,10
1258,11
1259,6
1260,6
1261,2
1262,2
1263,2
1264,2
1265,2
1266,1
1267,3
1268,11
1269,12
1270,12
1271,12
1272,3
1273,3
1274,5
1275,4
1276,3
1277,3
1278,3
1279,11
1280,4
1281,4
1282,4
1285,3
1286,7
1287,3
1288,9
1289,4
1290,4
1291,4
1292,4
1294,5
1295,3
1296,6
1297,6
1298,3
1299,3
1300,2
1301,12
1302,12
1303,3
1304,11
1305,11
1306,11
1307,11
1308,11
1309,7
1310,7
1311,11
1312,11
1313,11
1314,11
1315,11
1316,11
1317,11
1318,11
1319,11
1320,11
1321,1
1322,2
1323,7
1324,7
1325,5
1326,8
1327,12
1328,2
1329,12
1330,10
1331,11
1332,5
1333,5
1334,11
1335,12
1336,3
1337,2
1338,11
1339,7
1340,4
1341,8
1342,2
1343,11
1344,4
1345,4
1347,4
1348,7
1349,11
1350,10
1351,2
1352,2
1353,3
1354,4
1355,2
1356,12
1357,4
1358,7
1359,3
1360,7
1361,7
1362,7
1363,11
1364,11
1365,11
1366,8
1367,8
1368,8
1371,5
1372,5
1373,8
1374,8
1375,8
1376,12
1377,2
1378,5
1379,5
1380,8
1381,5
1382,10
1383,5
1384,6
1385,6
1386,6
1387,6
1388,6
1389,3
1390,3
1391,3
1392,5
1393,5
1394,5
1395,5
1397,6
1398,8
1399,9
1400,9
1402,9
1403,8
1404,8
1405,2
1406,11
1407,10
1408,6
1409,6
1410,4
1411,5
1412,10
1413,3
1414,7
1415,7
1416,7
1418,7
1419,7
1420,7
1421,7
1422,7
1423,7
1424,7
1425,4
1426,4
1427,3
1428,7
1429,1
1430,5
1431,5
1432,7
1433,8
1434,2
1435,7
1436,2
1437,12
1438,5
1439,10
1440,5
1441,3
1442,8
1443,11
1444,12
1445,6
1446,6
1447,11
1448,5
1449,10
1450,6
1451,6
1452,3
1453,3
1454,2
1455,11
1456,10
1457,8
1458,11
1459,8
1460,2
1461,3
1462,7
1463,3
1464,2
1465,8
1466,6
1467,4
1468,4
1469,4
1470,4
1471,5
1472,5
1473,8
1474,6
1475,6
1476,8
1477,5
1478,3
1479,11
1480,7
1481,4
1482,4
1483,9
1484,8
1485,12
1486,11
1487,1
1488,3
1489,11
1490,5
1491,2
1492,11
1493,2
1494,4
1495,4
1496,6
1497,8
1498,8
1499,11
1500,11
1501,8
1502,6
1503,12
1504,12
1505,11
1506,2
1507,1
1508,6
1509,6
1510,4
1511,1
1512,5
1513,1
1514,8
1515,3
1516,10
1517,11
1518,2
1519,9
1520,7
1521,3
1522,12
1523,10
1524,4
1525,4
1526,6
1527,6
1528,12
1529,7
1530,7
1531,11
1532,12
1533,8
1534,2
1535,8
1536,5
1537,7
1538,12
1539,3
1540,8
1541,2
1542,2
1543,6
1544,3
1545,7
1546,12
1547,4
1548,10
1549,7
1551,7
1552,12
1553,12
1554,1
1555,4
1556,11
1557,6
1558,2
1559,11
1560,2
1561,3
1562,7
1563,4
1564,11
1565,2
1566,12
1567,4
1568,3
1569,2
1570,5
1571,5
1572,6
1573,2
1574,2
1575,6
1576,10
1577,12
1578,2
1579,12
1580,1
1581,11
1582,2
1583,2
1584,7
1585,3
1586,7
1587,4
1588,11
1589,5
1590,2
1591,12
1592,5
1593,2
1594,5
1595,2
1596,2
1597,6
1598,5
1599,10
1600,7
1601,2
1602,4
1603,6
1604,6
1605,7
1606,9
1607,4
1608,5
1609,4
1610,9
1611,3
1612,6
1613,4
1614,3
1615,4
1616,5
1617,4
1618,9
1619,3
1620,6
1621,5
1622,4
1623,8
1624,3
1625,6
1626,6
1627,5
1628,12
1629,12
1630,12
1631,12
1632,12
1633,2
1634,2
1635,2
1636,2
1637,8
1638,8
1639,8
1640,8
1641,8
1642,11
1643,11
1644,11
1645,11
1646,7
1647,11
1648,11
1649,11
1650,11
1651,11
1652,6
1653,12
1654,12
1655,12
1656,12
1657,12
1658,12
1659,11
1660,11
1661,11
1662,11
1663,11
1664,11
1665,11
1666,11
1667,8
1668,8
1669,8
1670,3
1671,3
1673,3
1674,3
1675,7
1676,7
1677,2
1678,4
1679,4
1680,5
1681,3
1682,3
1683,3
1684,3
1685,11
1686,11
1687,11
1688,11
1689,11
1690,12
1691,12
1692,8
1693,7
1694,7
1695,7
1696,7
1697,6
1698,6
1699,6
1700,6
1701,2
1702,9
1703,9
1704,3
1705,3
1706,8
1707,8
1708,8
1709,8
1710,11
1711,11
1712,2
1713,2
1714,12
1715,7
1716,7
1717,7
1718,7
1719,7
1720,7
1721,7
1722,3
1723,4
1724,4
1725,4
1726,11
1727,11
1728,11
1729,11
1730,8
1731,8
1732,2
1733,6
1734,6
1735,9
1736,9
1737,8
1738,8
1739,8
1740,12
1741,12
1742,5
1743,9
1744,4
1745,4
1746,4
1747,10
1748,4
1749,4
1750,4
1751,4
1752,4
1753,4
1754,12
1755,12
1756,11
1757,7
1758,3
1759,3
1760,3
1761,8
1762,8
1769,11
1770,11
1771,11
1772,11
1773,8
1774,8
1775,8
1776,8
1777,3
1778,3
1779,12
1780,8
1781,8
1782,8
1783,11
1784,11
1785,11
1786,11
1787,5
1788,5
1789,5
1790,5
1791,5
1792,9
1793,10
1794,10
1795,7
1796,7
1797,10
1798,7
1799,1
1800,9
1801,8
1802,8
1803,7
1804,7
1805,9
1806,9
1807,1
1808,12
1809,10
1810,9
1811,9
1812,8
1813,8
1814,8
1815,7
1816,1
1817,9
1818,10
1819,10
1820,10
1821,10
1822,10
1823,10
1824,10
1825,10
1826,2
1827,3
1828,4
1829,7
1830,3
1832,7
1833,7
1834,9
1835,11
1836,11
1838,7
1839,4
1840,4
1844,2
1846,12
1847,12
1848,12
1852,10
1854,10
1855,11
1861,10
1862,6
1863,11
1865,12
1866,11
1867,11
1868,11
1873,10
1874,10
1875,2
1876,10
1877,10
1878,10
1881,11
1882,11
1883,11
1884,11
1885,11
1888,11
1889,9
1890,8
1891,8
1892,8
1898,8
1906,11
1907,11
1908,11
1909,11
1910,11
1911,11
1912,11
1913,11
1919,9
1920,9
1921,9
1922,9
1923,9
1924,9
1928,11
1931,10
1932,10
1934,10
1935,12
1936,12
1937,12
1938,12
1944,2
1950,2
1951,2
1952,2
1953,2
1958,12
1959,12
1961,4
1970,10
1971,10
1972,10
1973,10
1974,7
1975,7
1976,7
1977,7
1978,8
1979,12
1980,12
1993,12
1995,11
1996,12
1997,12
2000,12
2002,12
2004,10
2005,10
2011,9
2012,8
2014,8
2015,11
2016,2
2019,2
2020,3
2021,2
2022,10
2023,10
2024,10
2025,4
2026,8
2028,8
2029,1
2030,1
2031,4
2032,4
2033,2
2036,2
2037,2
2038,6
2039,6
2040,3
2041,6
2042,6
2043,3
2046,4
2047,6
2048,2
2049,5
2050,7
2051,12
2052,9
2053,4
2054,4
2055,2
2056,5
2057,5
2058,2
2059,3
2060,6
2062,6
2063,4
2064,4
2065,5
2072,4
2073,6
2078,5
2079,5
2086,12
