bus_number,area_number
1,4
2,4
3,4
4,4
5,4
6,4
7,4
8,3
10,3
11,3
12,4
13,4
14,4
15,4
16,4
17,4
18,4
19,4
20,4
21,4
22,4
23,4
24,4
25,4
26,4
27,4
28,4
29,4
30,4
31,4
32,4
33,4
34,4
35,4
36,4
37,4
38,4
39,4
40,4
41,4
42,4
43,4
44,4
45,4
46,4
47,4
48,4
49,4
50,4
51,4
52,3
53,3
54,4
55,3
56,4
57,3
58,3
59,4
60,4
61,4
62,3
63,3
64,3
65,3
66,3
67,3
68,4
69,4
70,4
71,4
72,4
73,4
74,4
75,4
76,4
77,4
78,4
79,4
80,4
81,4
82,4
83,4
84,4
85,4
86,4
87,4
88,4
91,4
92,4
93,4
94,4
95,4
97,4
98,4
99,4
100,4
101,3
102,4
103,4
104,4
105,4
106,4
107,4
108,3
109,4
110,4
111,4
112,4
113,4
114,4
115,4
116,4
117,4
118,4
119,4
120,4
121,4
122,4
123,4
124,4
126,4
127,4
128,4
129,3
130,4
131,4
132,3
133,4
135,4
138,4
139,4
140,4
141,4
142,4
143,4
144,3
145,4
146,4
147,4
148,4
149,4
150,4
151,4
152,4
154,4
155,4
156,4
157,4
159,4
160,3
161,3
162,4
165,3
166,4
170,4
171,4
172,4
174,4
175,4
176,4
177,4
178,4
179,4
180,4
181,4
182,4
183,4
184,4
185,4
186,4
188,4
189,4
191,4
192,3
193,4
194,4
195,4
196,4
197,4
198,4
199,4
200,4
201,4
202,4
204,3
205,4
208,4
210,3
211,1
212,4
214,4
215,3
216,4
217,4
218,4
219,4
221,4
222,3
223,4
225,4
227,4
229,4
230,4
231,3
232,4
233,4
234,4
236,4
237,4
239,4
240,3
242,3
245,4
246,4
247,4
248,4
249,4
250,4
251,4
252,4
253,4
254,4
255,4
256,4
257,4
258,4
260,4
262,4
266,4
267,4
274,4
275,4
276,4
277,4
278,4
280,4
281,4
282,4
285,3
286,4
287,4
289,4
290,3
292,4
293,4
294,4
295,4
297,4
298,4
299,4
300,4
301,3
302,4
303,4
304,4
305,4
306,4
307,4
308,4
310,3
311,3
312,3
313,4
314,4
315,4
317,4
319,4
321,3
323,4
324,4
325,4
326,4
327,4
328,4
329,4
331,4
334,4
336,4
337,4
338,4
339,4
340,4
342,4
343,4
344,4
346,4
348,4
349,1
350,4
352,4
353,4
356,4
357,4
361,4
363,4
364,4
365,4
366,4
367,4
369,4
370,4
372,4
374,4
375,4
377,4
379,4
380,4
384,4
385,4
387,3
388,4
389,4
392,4
393,4
394,4
395,4
396,4
397,4
398,4
401,4
406,4
408,4
410,4
411,4
415,4
420,4
422,4
424,4
425,4
426,4
427,4
428,4
429,4
430,4
436,4
437,4
438,4
439,4
440,4
441,4
442,4
444,4
445,4
446,4
447,4
449,4
450,4
451,4
452,4
454,4
455,4
458,4
459,4
463,4
464,4
465,4
466,4
468,4
469,4
470,4
471,3
472,4
473,4
474,4
477,4
479,4
487,4
488,3
489,1
490,4
491,4
492,4
