bus_number,area_number
1001,12
1002,12
1003,11
1004,11
1005,12
1006,12
1007,12
1008,12
1009,12
1010,12
1011,12
1012,12
1013,12
1014,12
1015,12
1016,12
1017,12
1018,12
1019,12
1020,12
1021,12
1022,11
1023,11
1024,12
1025,12
1026,12
1027,12
1028,11
1029,12
1030,12
1031,12
1032,12
1033,12
1034,12
1035,12
1036,12
1037,12
1038,12
1039,12
1040,12
1041,12
1042,12
1043,12
1044,12
1045,12
1046,12
1047,12
1048,12
1049,12
1050,12
1051,12
1052,12
1053,12
1054,12
1055,11
1056,12
1057,12
1058,12
1059,12
1060,12
1061,12
1062,12
1063,12
1064,12
1065,12
1066,12
1067,12
1068,12
1069,12
1070,12
1071,12
1072,12
1073,12
1074,12
1075,12
1076,12
1077,12
1078,12
1079,12
1080,12
1081,12
1082,12
1083,12
1084,12
1085,12
1086,12
1087,12
1088,12
1089,12
1090,12
1091,10
2001,8
2002,8
2003,8
2004,8
2005,8
2006,8
2007,8
2008,10
2009,10
2010,10
2011,10
2012,10
2013,10
2014,10
2015,10
2016,8
2017,10
2018,10
2019,10
2020,10
2021,8
2022,8
2023,8
2024,8
2025,10
2026,10
2027,8
2028,10
2029,10
2030,8
2031,10
2032,8
2033,8
2034,8
2035,10
2036,10
2037,10
2038,8
2039,10
2040,8
2041,10
2042,10
2043,8
2044,8
2045,10
2046,8
2047,8
2048,10
2049,10
2050,8
2051,10
2052,10
2053,10
2054,10
2055,10
2056,10
2057,10
2058,10
2059,10
2060,8
2061,10
2062,10
2063,8
2064,8
2065,10
2066,11
2067,10
2068,10
2069,8
2070,10
2071,10
2072,8
2073,11
2074,11
2075,11
2076,11
2077,10
2078,10
2079,10
2080,10
2081,8
2082,10
2083,10
2084,10
2085,10
2086,10
2087,11
2088,10
2089,10
2090,8
2091,10
2092,8
2093,10
2094,10
2095,10
2096,10
2097,10
2098,10
2099,10
2100,10
2101,8
2102,8
2103,8
2104,8
2105,8
2106,8
2107,8
2108,11
2109,10
2110,10
2111,11
2112,10
2113,8
2114,8
2115,8
2116,8
2117,8
2118,8
2119,8
2120,8
2121,8
2122,8
2123,10
2124,8
2125,9
2126,10
2127,10
2128,10
2129,8
2130,11
2131,11
2132,11
2133,10
3001,4
3002,3
3003,11
3004,11
3005,3
3006,11
3007,11
3008,11
3009,12
3010,3
3011,4
3012,4
3013,11
3014,4
3015,11
3016,11
3017,11
3018,12
3019,12
3020,12
3021,11
3022,11
3023,11
3024,12
3025,11
3026,11
3027,11
3028,11
3029,6
3030,11
3031,11
3032,11
3033,11
3034,11
3035,11
3036,11
3037,11
3038,11
3039,11
3040,11
3041,11
3042,12
3043,11
3044,11
3045,11
3046,11
3047,11
3048,11
3049,11
3050,12
3051,12
3052,3
3053,11
3054,11
3055,11
3056,11
3057,11
3058,12
3059,12
3060,12
3061,12
3062,12
3063,12
3064,11
3065,11
3066,11
3067,11
3068,11
3069,11
3070,11
3071,11
3072,11
3073,3
3074,3
3075,11
3076,3
3077,11
3078,11
3079,11
3080,11
3081,11
3082,11
3083,11
3084,11
3085,11
3086,11
3087,11
3088,11
3089,11
3090,11
3091,11
3092,11
3093,3
3094,11
3095,11
3096,11
3097,11
3098,11
3099,11
3100,11
3101,6
3102,11
3103,11
3104,6
3105,6
3106,6
3107,3
3108,6
3109,11
3110,11
3111,12
3112,12
3113,12
3114,12
3115,11
3116,11
3117,11
3118,11
3119,3
3120,3
3121,11
3122,11
3123,3
3124,4
3125,11
3126,3
3127,11
3128,11
3129,11
3130,12
3131,11
3132,11
3133,11
3134,11
3135,11
3136,11
3137,11
3138,11
3139,11
3140,11
3141,11
3142,11
3143,11
3144,11
3145,11
3146,12
3147,6
4002,3
4003,2
4004,3
4005,3
4006,2
4007,2
4008,4
4009,2
4010,2
4011,2
4012,2
4013,2
4014,3
4015,3
4016,4
4017,5
4018,5
4019,2
4020,5
4021,2
4022,3
4023,4
4024,4
4025,4
4026,4
4027,2
4028,5
4029,5
4030,5
4031,2
4032,5
4033,3
4034,2
4035,5
4036,3
4037,5
4038,5
4039,2
4040,2
4041,2
4042,2
4043,2
4044,2
4045,2
4046,2
4047,2
4048,2
4049,2
4050,2
4051,5
4052,5
4053,2
4054,5
4055,5
4056,5
4057,5
4058,5
4059,5
4060,5
4061,5
4062,5
4063,5
4064,5
4065,5
4066,2
4067,2
4068,2
4069,5
4070,2
4071,2
4072,5
4073,2
4074,2
4075,2
4076,2
4077,2
4078,5
4079,2
4080,5
4081,5
4082,5
4083,5
4084,5
4085,5
4086,2
4087,5
4088,2
4089,2
4090,2
4091,2
4092,2
4093,2
4094,2
4095,2
4096,2
4097,2
4098,2
4099,5
4100,5
4101,3
4102,2
4103,2
4104,5
4105,5
4106,2
4107,2
4108,5
4109,5
4110,2
4111,2
4112,2
4113,3
4114,3
4115,3
4116,3
4117,4
4118,5
4119,2
4120,5
4121,2
4122,2
4123,5
4124,2
4125,5
4126,2
4127,5
4128,2
4129,5
4130,5
4131,3
4132,3
4133,3
4134,3
4135,3
4136,3
4137,3
4138,3
4139,5
4140,2
4141,2
4142,2
4143,3
4144,5
4145,5
4146,2
4147,2
4148,5
4149,5
4150,5
4151,2
4152,2
4153,2
4154,2
4155,2
4156,5
4157,2
4158,5
4159,5
4160,5
4161,5
4162,5
4163,5
4164,2
4165,2
4166,2
4167,2
4168,5
4169,5
4170,5
4171,2
4172,4
4173,5
4174,4
4175,3
4176,3
4177,3
4178,5
4179,5
4180,5
4181,5
4182,5
4183,2
4184,2
4185,2
4186,2
4187,3
4188,3
4189,3
4190,3
4191,2
4192,2
4193,2
4194,2
4195,5
4196,2
4197,2
5003,9
5004,7
5005,9
5006,9
5007,9
5008,11
5009,9
5010,9
5011,7
5012,9
5013,11
5014,10
5015,9
5016,9
5017,9
5018,9
5019,9
5020,9
5021,9
5022,9
5023,9
5024,6
5025,9
5026,9
5027,9
5028,9
5029,6
5030,9
5031,8
5032,9
5033,9
5034,9
5035,9
5036,9
5037,9
5038,9
5039,9
5040,9
5041,9
5042,9
5043,9
5044,9
5045,9
5046,9
5047,9
5048,9
5049,8
5050,8
5051,8
5052,7
5053,9
5054,7
5055,9
5056,9
5057,9
5058,9
5059,7
5060,7
5061,7
5062,7
5063,9
5064,9
5065,9
5066,9
5067,9
5068,9
5069,9
5070,9
5071,6
5072,9
5073,11
5074,8
5075,6
5076,7
5077,7
5078,9
5079,6
5080,6
5081,6
5082,9
5083,9
5084,9
5085,9
5086,9
5087,9
5088,9
5089,9
5090,9
5091,9
5092,9
5093,9
5094,7
5095,9
5096,9
5097,9
5098,9
5099,9
5100,9
5101,6
5102,9
5103,9
5104,9
5105,9
5106,9
5107,9
5108,9
5109,9
5110,9
5111,9
5112,9
5113,9
5114,7
5115,8
5116,9
5117,9
5118,11
5119,9
5120,11
5121,11
5122,9
5123,6
5124,6
5125,9
5126,9
5127,6
5128,9
5129,6
5130,9
5131,6
5132,6
5133,9
5134,11
5135,9
5136,8
5137,6
5138,6
5139,9
5140,6
5141,8
5142,6
5143,9
5144,6
5145,9
5146,9
5147,8
5148,9
5149,9
5150,9
5151,6
5152,9
5153,9
5154,9
5155,11
5156,11
5157,9
5158,9
5159,6
5160,9
5161,9
5162,7
5163,6
5164,9
5165,9
5166,9
5167,9
5168,9
5169,9
5170,9
5171,9
5172,9
5173,9
5174,9
5175,9
5176,9
5177,9
5178,9
5179,7
5180,7
5181,9
5182,6
5183,9
5184,9
5185,9
5186,9
5187,9
5188,9
5189,9
5190,9
5191,6
5192,6
5193,6
5194,9
5195,9
5196,9
5197,9
5198,9
5199,9
5200,9
5201,6
5202,7
5203,9
5204,9
5205,9
5206,9
5207,9
5208,9
5209,9
5210,9
5211,7
5212,9
5213,9
5214,9
5215,9
5216,9
5217,9
5218,9
5219,9
5220,9
5221,6
5222,7
5223,7
5224,9
5225,8
5226,6
5227,7
5228,9
5229,9
5230,9
5231,6
5232,9
5233,9
5234,8
5235,6
5236,10
5237,10
5238,10
5239,6
5240,6
5241,6
5242,6
5243,6
5244,9
5245,9
5246,9
5247,9
5248,9
5249,9
5250,9
