bus_number,area_number
1,1
2,12
3,4
4,10
5,13
6,9
7,9
8,10
9,1
10,10
11,10
12,4
13,6
14,5
15,7
16,9
17,3
18,1
19,16
20,1
21,16
22,4
23,1
24,10
25,10
26,2
27,2
28,15
29,6
30,10
31,1
32,1
33,1
34,1
35,1
36,1
37,3
38,10
39,5
40,5
41,8
42,4
43,5
44,13
45,2
46,15
47,15
48,10
49,12
50,1
51,1
52,2
53,14
54,16
55,5
56,14
57,7
58,5
59,4
60,4
61,4
62,4
63,4
64,10
65,4
66,16
67,3
68,12
69,13
70,4
71,14
72,5
73,5
74,10
75,15
76,4
77,12
78,9
79,14
80,14
81,14
82,12
83,5
84,12
85,16
86,13
87,4
88,16
89,5
90,1
91,1
92,6
93,1
94,16
95,2
96,1
97,9
98,15
99,4
100,1
101,12
102,6
103,4
104,4
105,10
106,10
107,11
108,5
109,12
110,12
111,6
112,8
113,8
114,1
115,6
116,6
117,15
118,15
119,12
120,1
121,3
122,4
123,4
124,3
125,4
126,16
127,14
128,6
129,6
130,6
131,6
132,16
133,14
134,14
135,5
136,5
137,12
138,12
139,9
140,9
141,9
142,4
143,4
144,10
145,10
146,10
147,10
148,1
149,12
150,2
151,1
152,6
153,6
154,15
155,15
156,9
157,6
158,1
159,1
160,1
161,10
162,10
163,16
164,4
165,4
166,2
167,2
168,2
169,2
170,3
171,8
172,5
173,5
174,10
175,10
176,9
177,9
178,9
179,14
180,14
181,14
182,14
183,14
184,14
185,9
186,12
187,15
188,5
189,4
190,16
191,9
192,9
193,1
194,3
195,7
196,8
197,9
198,14
199,14
200,7
201,7
202,2
203,7
204,10
205,6
206,10
207,10
208,10
209,6
210,6
211,5
212,6
213,6
214,6
215,6
216,6
217,5
218,5
219,15
220,2
221,16
222,3
223,4
224,16
225,16
226,9
227,9
228,6
229,6
230,13
231,13
232,9
233,6
234,3
235,4
236,10
237,10
238,10
239,10
240,1
241,16
242,13
243,9
244,16
245,6
246,9
247,16
248,3
249,1
250,1
251,14
252,9
253,15
254,2
255,16
256,15
257,15
258,16
259,7
260,7
261,16
262,15
263,15
264,7
265,10
266,10
267,10
268,14
269,14
270,14
271,7
272,7
273,6
274,6
275,6
276,6
277,10
278,2
279,2
280,2
281,2
282,1
283,5
284,4
285,1
286,2
287,4
288,14
289,14
290,16
291,3
292,10
293,10
294,9
295,12
296,12
297,15
298,10
299,15
300,12
301,12
302,10
303,10
304,6
305,12
306,7
307,6
308,12
309,4
310,2
311,7
312,6
313,6
314,16
315,15
316,3
317,3
318,5
319,7
320,7
321,15
322,9
323,10
324,7
325,7
326,7
327,12
328,12
329,7
330,7
331,7
332,10
333,7
334,7
335,11
336,11
337,13
338,16
339,7
340,9
341,9
342,7
343,3
344,9
345,4
346,4
347,12
348,5
349,6
350,11
351,10
352,5
353,5
354,3
355,5
356,14
357,9
358,4
359,3
360,4
361,3
362,6
363,9
364,9
365,9
366,10
367,14
368,1
369,1
370,1
371,1
372,5
373,14
374,4
375,4
376,5
377,13
378,2
379,13
380,4
381,16
382,16
383,16
384,5
385,4
386,10
387,3
388,10
389,3
390,16
391,10
392,12
393,6
394,7
395,6
396,15
397,3
398,3
399,4
400,7
401,2
402,9
403,3
404,16
405,16
406,12
407,15
408,12
409,16
410,2
411,3
412,13
413,3
414,4
415,13
416,15
417,15
418,5
419,7
420,14
421,3
422,3
423,11
424,9
425,9
426,4
427,4
428,14
429,1
430,13
431,6
432,8
433,7
434,3
435,14
436,12
437,3
438,6
439,10
440,14
441,4
442,3
443,12
444,4
445,10
446,10
447,10
448,10
449,6
450,4
451,4
452,4
453,7
454,13
455,13
456,9
457,10
458,10
459,11
460,11
461,11
462,11
463,9
464,4
465,13
466,16
467,10
468,10
469,13
470,8
471,5
472,16
473,1
474,1
475,10
476,10
477,8
478,4
479,3
480,4
481,1
482,1
483,12
484,12
485,4
486,9
487,16
488,13
489,3
490,13
491,3
492,15
493,10
494,12
495,12
496,3
497,3
498,3
499,3
500,3
501,7
502,4
503,4
504,4
505,2
506,5
507,10
508,10
509,13
510,2
511,15
512,5
513,11
514,11
515,14
516,3
517,1
518,3
519,10
520,10
521,3
522,12
523,12
524,12
525,12
526,5
527,6
528,6
529,4
530,4
531,15
532,14
533,14
534,14
535,16
536,16
537,16
538,1
539,5
540,16
541,12
542,12
543,12
544,5
545,5
546,9
547,9
548,9
549,9
550,7
551,16
552,16
553,1
554,5
555,4
556,16
557,16
558,3
559,5
560,16
561,15
562,9
563,5
564,6
565,6
566,10
567,13
568,9
569,6
570,7
571,4
572,7
573,12
574,7
575,16
576,16
577,10
578,3
579,9
580,6
581,6
582,6
583,6
584,14
585,12
586,4
587,1
588,4
589,1
590,16
591,10
592,13
593,3
594,7
595,3
596,3
597,2
598,15
599,15
600,2
601,11
602,16
603,7
604,7
605,13
606,13
607,13
608,13
609,13
610,14
611,12
612,12
613,2
614,10
615,9
616,15
617,16
618,16
619,16
620,5
621,5
622,14
623,14
624,15
625,1
626,1
627,13
628,12
629,1
630,1
631,15
632,14
633,14
634,14
635,12
636,13
637,4
638,6
639,16
640,3
641,13
642,10
643,1
644,12
645,12
646,12
647,16
648,4
649,6
650,15
651,3
652,13
653,16
654,3
655,3
656,4
657,10
658,11
659,4
660,14
661,4
662,13
663,16
664,16
665,12
666,12
667,12
668,12
669,10
670,10
671,16
672,5
673,12
674,10
675,3
676,12
677,4
678,2
679,2
680,2
681,16
682,5
683,9
684,14
685,1
686,15
687,12
688,15
689,8
690,16
691,12
692,14
693,16
694,6
695,6
696,10
697,10
698,12
699,12
700,12
701,12
702,12
703,2
704,2
705,2
706,1
707,2
708,3
709,3
710,3
711,3
712,3
713,3
714,16
715,6
716,6
717,15
718,8
719,15
720,3
721,4
722,16
723,16
724,12
725,11
726,10
727,10
728,10
729,14
730,14
731,14
732,14
733,13
734,12
735,4
736,5
737,10
738,7
739,5
740,14
741,2
742,2
743,4
744,4
745,12
746,12
747,2
748,13
749,13
750,7
751,16
752,1
753,4
754,12
755,11
756,11
757,6
758,14
759,10
760,10
761,12
762,12
763,15
764,15
765,4
766,15
767,4
768,3
769,13
770,13
771,12
772,12
773,12
774,12
775,9
776,5
777,4
778,4
779,13
780,13
781,13
782,15
783,7
784,6
785,6
786,1
787,12
788,12
789,12
790,12
791,12
792,12
793,4
794,16
795,15
796,15
797,12
798,13
799,12
800,15
801,15
802,12
803,12
804,12
805,12
806,12
807,7
808,7
809,6
810,6
811,11
812,7
813,6
814,15
815,6
816,6
817,6
818,5
819,13
820,3
821,3
822,6
823,6
824,5
825,10
826,6
827,7
828,13
829,13
830,10
831,7
832,1
833,6
834,7
835,5
836,10
837,9
838,9
839,9
840,3
841,7
842,5
843,6
844,5
845,3
846,7
847,11
848,11
849,11
850,9
851,9
852,9
853,10
854,10
855,10
856,10
857,13
858,7
859,7
860,5
861,14
862,13
863,15
864,15
865,7
866,7
867,4
868,11
869,16
870,11
871,6
872,6
873,5
874,6
875,13
876,13
877,11
878,11
879,8
880,8
881,14
882,14
883,14
884,14
885,10
886,13
887,7
888,16
889,8
890,8
891,11
892,11
893,7
894,16
895,10
896,14
897,4
898,4
899,4
900,4
901,4
902,4
903,5
904,3
905,10
906,10
907,14
908,6
909,5
910,6
911,11
912,6
913,14
914,14
915,3
916,9
917,9
918,9
919,9
920,9
921,3
922,5
923,7
924,7
925,12
926,12
927,14
928,14
929,16
930,16
931,4
932,3
933,4
934,7
935,5
936,5
937,5
938,5
939,5
940,5
941,5
942,5
943,5
944,13
945,10
946,10
947,15
948,7
949,13
950,15
951,15
952,16
953,6
954,13
955,16
956,13
957,13
958,12
959,2
960,2
961,12
962,12
963,16
964,16
965,15
966,16
967,15
968,16
969,16
970,16
971,16
972,15
973,4
974,4
975,13
976,15
977,15
978,4
979,12
980,1
981,12
982,2
983,2
984,4
985,4
986,15
987,2
988,12
989,2
990,3
991,5
992,5
993,10
994,3
995,16
996,14
997,14
998,14
999,4
1000,12
1001,15
1002,15
1003,12
1004,12
1005,12
1006,12
1007,8
1008,12
1009,12
1010,16
1011,16
1012,3
1013,2
1014,11
1015,8
1016,8
1017,16
1018,13
1019,1
1020,1
1021,1
1022,3
1023,12
1024,15
1025,15
1026,16
1027,16
1028,16
1029,1
1030,1
1031,1
1032,16
1033,13
1034,8
1035,8
1036,8
1037,4
1038,5
1039,5
1040,2
1041,15
1042,15
1043,8
1044,15
1045,15
1046,12
1047,15
1048,13
1049,13
1050,13
1051,5
1052,1
1053,10
1054,14
1055,8
1056,1
1057,12
1058,12
1059,10
1060,2
1061,2
1062,2
1063,2
1064,2
1065,10
1066,13
1067,13
1068,4
1069,10
1070,10
1071,10
1072,10
1073,10
1074,9
1075,3
1076,7
1077,6
1078,4
1079,8
1080,8
1081,8
1082,3
1083,3
1084,16
1085,16
1086,3
1087,12
1088,12
1089,15
1090,15
1091,4
1092,15
1093,12
1094,15
1095,13
1096,5
1097,5
1098,5
1099,14
1100,10
1101,10
1102,12
1103,12
1104,15
1105,1
1106,13
1107,13
1108,13
1109,13
1110,10
1111,9
1112,13
1113,1
1114,1
1115,6
1116,3
1117,5
1118,16
1119,15
1120,3
1121,3
1122,15
1123,4
1124,7
1125,7
1126,6
1127,2
1128,14
1129,15
1130,4
1131,4
1132,1
1133,12
1134,7
1135,3
1136,6
1137,5
1138,4
1139,5
1140,5
1141,2
1142,16
1143,15
1144,4
1145,10
1146,10
1147,10
1148,16
1149,6
1150,13
1151,13
1152,6
1153,9
1154,12
1155,12
1156,16
1157,4
1158,2
1159,4
1160,1
1161,1
1162,1
1163,11
1164,16
1165,8
1166,8
1167,8
1168,5
1169,5
1170,5
1171,5
1172,8
1173,8
1174,1
1175,1
1176,15
1177,10
1178,2
1179,2
1180,13
1181,13
1182,13
1183,13
1184,7
1185,12
1186,5
1187,5
1188,16
1189,16
1190,15
1191,14
1192,8
1193,16
1194,5
1195,4
1196,5
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,13
1204,13
1205,15
1206,14
1207,14
1208,16
1209,16
1210,5
1211,14
1212,15
1213,15
1214,10
1215,11
1216,11
1217,16
1218,2
1219,16
1220,7
1221,7
1222,6
1223,12
1224,16
1225,15
1226,14
1227,12
1228,16
1229,5
1230,5
1231,12
1232,15
1233,5
1234,5
1235,6
1236,15
1237,15
1238,4
1239,16
1240,3
1241,3
1242,12
1243,12
1244,12
1245,12
1246,12
1247,12
1248,15
1249,15
1250,16
1251,15
1252,15
1253,15
1254,15
1255,15
1256,15
1257,1
1258,2
1259,12
1260,12
1261,16
1262,10
1263,10
1264,12
1265,13
1266,6
1267,4
1268,4
1269,4
1270,4
1271,4
1272,16
1273,6
1274,14
1275,8
1276,5
1277,15
1278,4
1279,14
1280,12
1281,15
1282,10
1283,14
1284,14
1285,15
1286,5
1287,10
1288,6
1289,5
1290,10
1291,10
1292,12
1293,4
1294,2
1295,14
1296,7
1297,7
1298,7
1299,7
1300,13
1301,12
1302,12
1303,12
1304,12
1305,12
1306,2
1307,13
1308,12
1309,15
1310,15
1311,1
1312,12
1313,7
1314,7
1315,7
1316,3
1317,11
1318,7
1319,7
1320,16
1321,3
1322,3
1323,9
1324,9
1325,13
1326,16
1327,1
1328,1
1329,6
