bus_number,area_number
35250,6
35251,3
35252,4
35253,3
35254,1
35255,4
35256,3
35257,5
35258,1
35259,6
35260,6
35261,5
35262,7
35263,5
35264,3
35265,4
35266,3
35267,5
35268,6
35269,4
35270,1
35271,3
35272,6
35273,1
35274,3
35275,3
35276,5
35277,5
35278,3
35279,3
35280,4
35281,5
35282,3
35283,5
35284,3
35285,4
35286,4
35287,3
35288,3
35289,3
35290,5
35292,1
35293,6
35294,3
35295,3
35296,4
35297,5
35298,6
35299,4
35300,3
35301,3
35302,5
35303,5
35304,6
35305,3
35306,4
35307,4
35343,2
35344,7
35345,1
35346,2
35347,7
35348,7
35349,1
35350,7
35351,7
35352,7
35353,7
35354,2
35355,2
35356,1
35357,7
35358,7
35359,7
35360,2
35361,7
35362,7
35364,2
35365,2
35366,2
35367,7
35368,3
35369,1
35370,2
35371,2
35372,1
35373,1
35374,7
35375,7
35376,2
35424,3
35425,3
35426,3
35427,3
35428,3
35429,3
35430,3
35431,3
35432,3
35433,3
35434,3
35435,3
35436,3
35437,1
35438,1
35439,1
35440,1
35441,1
35442,1
35443,1
35444,1
35445,1
35446,1
35447,1
35448,1
35449,1
35450,1
35451,1
35452,1
35453,1
35454,1
35455,1
35456,1
35457,1
35458,1
35459,1
35460,1
35461,1
35462,1
35463,1
35464,1
35465,1
35466,1
35467,5
35468,3
35469,3
35470,3
35471,3
35472,3
35473,3
35474,3
35475,3
35476,4
35477,4
35478,4
35479,3
35480,4
35481,6
35482,6
35483,6
35484,6
35485,6
35486,4
35487,4
35488,4
35489,3
35490,3
35491,3
35492,3
35493,3
35494,3
35495,3
35496,3
35497,3
35498,3
35499,3
35500,3
35501,5
35502,5
35503,5
35504,5
35505,5
35506,5
35507,5
35508,5
35509,5
35510,5
35511,5
35512,5
35513,5
35514,5
35515,5
35516,5
35517,5
35518,5
35519,5
35520,5
35521,5
35522,5
35523,5
35524,5
35525,5
35526,5
35527,5
35528,5
35529,5
35530,5
35532,5
35533,5
35534,5
35535,5
35536,5
35537,5
35538,5
35539,5
35540,5
35541,5
35542,5
35543,5
35544,5
35545,5
35546,4
35547,4
35548,4
35549,4
35550,4
35551,4
35552,3
35553,4
35554,3
35555,3
