bus_number,area_number
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,2
24,1
25,1
27,1
28,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
43,1
44,1
45,1
46,1
47,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,2
60,1
61,1
62,1
63,1
64,2
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,4
96,4
97,4
98,4
99,4
100,4
101,4
102,4
103,4
104,2
105,2
106,2
107,2
108,2
109,4
110,2
111,2
112,2
113,2
114,2
115,4
116,4
117,4
118,4
119,4
120,4
121,4
122,4
123,4
124,4
125,4
126,4
127,2
128,2
129,4
130,4
131,2
132,4
133,4
134,4
135,4
136,4
137,2
138,4
139,4
140,2
141,2
142,4
143,4
144,4
145,4
146,2
147,2
148,4
149,4
150,4
151,4
152,4
153,4
154,4
155,2
156,2
157,2
158,2
159,2
160,2
161,4
162,4
163,2
164,2
165,2
166,2
167,4
168,4
169,2
170,2
171,2
172,2
173,2
174,2
175,4
176,4
177,4
178,4
179,2
180,2
181,2
182,2
183,4
184,4
185,4
186,4
187,4
188,4
189,4
190,2
191,4
192,4
193,4
194,4
195,4
196,2
197,4
198,4
199,4
200,2
201,2
202,2
203,2
204,2
205,2
206,2
207,2
208,2
209,4
210,4
211,4
212,2
213,2
214,2
215,2
216,2
217,2
218,2
219,2
220,2
221,2
222,2
223,2
224,2
225,2
226,2
227,2
228,2
229,2
230,2
231,2
232,2
233,2
234,2
235,2
236,2
237,2
238,2
239,2
240,2
241,3
242,2
243,2
244,2
245,2
246,2
247,2
248,2
249,2
250,2
251,2
252,2
253,3
254,2
255,2
256,2
257,2
258,2
259,2
260,2
261,2
262,2
263,2
264,2
265,5
266,3
267,3
268,5
269,3
270,3
271,3
272,4
273,3
274,3
275,3
276,3
277,5
278,3
279,3
280,5
281,3
282,3
283,5
284,3
285,3
286,5
287,3
288,5
289,3
290,3
291,3
292,3
293,5
294,3
295,3
296,5
297,3
298,3
299,3
300,3
301,3
302,3
303,5
304,3
305,5
306,5
307,3
308,5
309,5
310,3
311,3
312,3
313,5
314,3
315,3
316,3
317,3
318,3
319,3
320,5
321,3
322,5
323,3
324,3
325,5
326,5
327,3
328,5
329,3
330,3
331,3
332,3
333,3
334,3
335,5
336,3
337,3
338,3
339,3
340,3
341,3
342,5
343,3
344,3
345,3
346,3
347,5
348,4
349,3
350,3
351,5
352,5
353,3
354,3
355,2
356,2
357,2
358,2
359,2
360,2
361,2
362,2
363,2
364,2
365,2
366,2
367,2
368,2
369,2
370,2
371,2
372,2
373,2
374,2
375,2
376,2
377,2
378,2
379,2
380,2
381,2
382,2
383,2
384,2
385,2
386,2
387,2
388,2
389,2
390,2
391,2
392,2
393,2
395,2
396,2
397,2
398,2
399,2
400,2
401,2
402,2
403,2
404,2
405,2
406,2
407,2
408,2
409,2
410,2
411,2
412,2
413,2
414,2
415,2
416,2
417,2
418,2
419,2
420,2
421,2
422,2
423,2
424,2
425,2
426,2
427,3
428,3
429,4
430,3
431,3
432,3
433,3
434,3
435,2
436,2
437,2
438,3
439,3
440,3
441,2
442,3
443,3
444,2
445,2
446,2
447,2
448,2
449,3
450,2
451,2
452,3
453,4
454,2
455,2
456,2
457,2
458,2
459,2
460,2
461,4
462,4
463,2
464,2
465,2
466,2
467,2
468,2
469,4
470,2
471,2
472,4
473,2
474,4
475,4
476,4
477,2
478,2
479,2
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,2
575,2
576,2
577,2
578,2
579,2
580,2
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,3
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
